Title,City,Country_codehire_Ukrainians,Company_size_from,Company_size_to,if_permanent,salary_from_permanent,salary_to_permanent,salary_currency_permanent,if_b2b,salary_from_b2b,salary_to_b2b,salary_currency_b2b,if_mandate,salary_from_man,Marker_icon,Workplace_type,Experience_level,Published_at,Remote_interview,Remote,Open_to_date,salary_to_mandate,salary_currency_mandate,if_other,salary_from_other,salary_to_other,salary_currency_other,currency_exchange_rate,skills_name_0,skills_value_0,skills_name_1,skills_value_1,skills_name_2,skills_value_2
Golang Developer,London,GB,go,remote,senior,2022-04-18T13:00:12.755Z,true,true,True,30,50.0,true,22091.16301182624,38659.535270695917,gbp,true,22091.16301182624,38659.535270695917,gbp,false,0,0,unknown,false,0,0,unknown,0.18106787758791373,Go,4,Git,4,Design Patterns,4
Mid/Senior Ad Banner Developer,Amsterdam,NL,javascript,remote,senior,2022-10-24T11:57:00.000Z,true,true,False,100.0,0.0,false,0,0,unknown,true,16456.856302956941,16456.856302956941,gbp,false,0,0,unknown,false,0,0,unknown,0.18229484081118005,JavaScript,5,CSS,5,HTML5,5
Mid/Senior Creative Frontend Developer,London,GB,javascript,remote,senior,2022-09-29T15:00:09.200Z,true,true,False,100.0,0.0,false,0,0,unknown,true,20315.639864099659,23060.996602491508,gbp,false,0,0,unknown,false,0,0,unknown,0.18212569354206629,JavaScript,5,CSS,5,HTML5,5
Platform Engineer - AWS,London,GB,devops,remote,mid,2022-04-24T11:00:19.180Z,true,true,True,20.0,30.0,false,0,0,unknown,true,25680.977001247997,36726.558507161113,gbp,false,0,0,unknown,false,0,0,unknown,0.18106787758791373,Terraform,2,Jenkins,3,AWS,4
Senior Backend Engineer,London,GB,javascript,remote,senior,2022-04-24T11:00:19.180Z,true,true,True,20.0,30.0,false,0,0,unknown,true,25680.977001247997,35345.860818921974,gbp,false,0,0,unknown,false,0,0,unknown,0.18106787758791373,React,3,TypeScript,4,Node.js,4
Senior Backend Engineer,Warszawa,PL,javascript,remote,senior,2022-04-19T12:09:00.000Z,true,true,True,20,30.0,false,0,0,unknown,true,25680.977001247997,35345.860818921974,gbp,false,0,0,unknown,false,0,0,unknown,0.18106787758791373,React,3,TypeScript,4,Node.js,4
Platform Engineer - AWS,Warszawa,PL,devops,remote,mid,2022-04-19T11:00:21.029Z,true,true,True,20,30.0,false,0,0,unknown,true,25680.977001247997,36726.558507161113,gbp,false,0,0,unknown,false,0,0,unknown,0.18106787758791373,Terraform,2,Jenkins,3,AWS,4
Senior Elixir Backend Developer,Warszawa,PL,other,remote,senior,2022-11-12T20:00:09.635Z,true,true,False,20.0,50.0,false,0,0,unknown,true,42294.604057666387,48972.418264068176,gbp,false,0,0,unknown,false,0,0,unknown,0.1871869988239068,Amazon AWS,3,PostgreSQL,3,Elixir,5
ServiceNow Developer,Zug,CH,erp,remote,mid,2022-11-12T16:00:00.000Z,true,true,True,15.0,0.0,false,0,0,unknown,true,11876.523770824868,23753.047541649736,chf,false,0,0,unknown,false,0,0,unknown,0.2104993050358174,Bootstrap,3,ERP,3,ServiceNow,4
Front-end developer (ReactJS),Warszawa,PL,javascript,remote,senior,2022-04-25T13:29:00.000Z,true,true,True,35,0.0,false,0,0,unknown,true,17672.930409460987,22091.16301182624,gbp,false,0,0,unknown,false,0,0,unknown,0.18106787758791373,Azure,1,TypeScript,2,ReactJS,4
Development Team Lead - EMEA Region,London,GB,pm,remote,senior,2022-06-29T07:22:00.000Z,true,true,False,51.0,200.0,false,0,0,unknown,true,31505.385060799068,38023.740590619571,gbp,false,0,0,unknown,false,0,0,unknown,0.18409551220552181,Testing,4,Web Applications,4,Team Leadership,4
Senior Data Engineer (REMOTE),Warszawa,PL,data,remote,senior,2022-08-11T16:02:00.000Z,true,true,True,40.0,0.0,false,0,0,unknown,true,30366.700112140712,38648.527415451812,gbp,false,0,0,unknown,false,0,0,unknown,0.181119449254912,ETL,3,Pandas,3,unknown,0
Fullstack Software Engineer (REMOTE),Warszawa,PL,javascript,remote,senior,2022-08-11T16:03:00.000Z,true,true,True,40.0,0.0,false,0,0,unknown,true,30366.700112140712,38648.527415451812,gbp,false,0,0,unknown,false,0,0,unknown,0.181119449254912,TypeScript,1,Next.js,4,unknown,0
Senior Data Engineer (REMOTE),Warszawa,PL,data,remote,senior,2022-07-28T14:05:00.000Z,true,true,True,40.0,0.0,false,0,0,unknown,true,31107.526881720434,39591.397849462366,gbp,false,0,0,unknown,false,0,0,unknown,0.1768060836501901,ETL,3,Pandas,3,unknown,0
Fullstack Software Engineer (REMOTE),Warszawa,PL,javascript,remote,senior,2022-08-02T09:00:15.694Z,true,true,True,40.0,0.0,false,0,0,unknown,true,31107.526881720434,39591.397849462366,gbp,false,0,0,unknown,false,0,0,unknown,0.1768060836501901,TypeScript,1,GraphQL,3,Next.js,4
Python Developer,Wrocław,PL,python,remote,senior,2022-07-08T07:08:00.000Z,false,true,False,10.0,0.0,false,0,0,unknown,true,42054.81464073791,78502.320662710772,gbp,false,0,0,unknown,false,0,0,unknown,0.17833867689277258,API,4,Python,4,CI/CD,4
Python Developer,Southampton,GB,python,partly_remote,senior,2022-07-08T07:06:00.000Z,true,false,False,10.0,0.0,false,0,0,unknown,true,42054.81464073791,78502.320662710772,gbp,false,0,0,unknown,false,0,0,unknown,0.17833867689277258,API,4,Python,4,CI/CD,4
Python Developer,Warszawa,PL,python,remote,senior,2022-07-07T07:59:02.233Z,false,true,False,10.0,0.0,false,0,0,unknown,true,41764.904990895935,77961.155983005738,gbp,false,0,0,unknown,false,0,0,unknown,0.17957660867742611,API,4,Python,4,CI/CD,4
Web Developer,Amsterdam,NL,javascript,remote,senior,2022-05-02T21:00:12.356Z,true,true,True,20.0,35.0,false,0,0,unknown,true,26772.851539284438,31234.993462498511,gbp,false,0,0,unknown,false,0,0,unknown,0.17928609483217905,Node.js,1,Three.js,3,Angular,4
Head of Engineering,London,GB,javascript,remote,senior,2022-05-31T11:39:34.979Z,true,true,True,50.0,0.0,false,0,0,unknown,true,24210.399586553594,29590.488383565502,gbp,false,0,0,unknown,false,0,0,unknown,0.18587053815085691,Core Data,4,JavaScript,4,TypeScript,4
Python developer,Brno,CZ,python,remote,mid,2022-09-30T13:00:09.854Z,true,true,False,10.0,15.0,false,0,0,unknown,true,12354.105322763307,24708.210645526611,gbp,false,0,0,unknown,false,0,0,unknown,0.18212569354206629,Python,4,unknown,0,unknown,0
Mid/Senior React Developer,Prague,CZ,javascript,remote,mid,2022-11-11T11:00:12.891Z,true,true,False,80.0,100.0,false,0,0,unknown,true,14029.5,23382.5,eur,false,0,0,unknown,false,0,0,unknown,0.2138351331123704,REST API,3,TypeScript,3,ReactJS,4
Mid/Senior React Developer,Białystok,PL,javascript,remote,mid,2022-11-12T11:00:12.541Z,true,true,False,80.0,100.0,false,0,0,unknown,true,11691.25,18706,eur,false,0,0,unknown,false,0,0,unknown,0.2138351331123704,REST API,3,TypeScript,3,ReactJS,4
Senior UX Designer,Prague,CZ,ux,remote,senior,2022-08-13T12:00:12.492Z,true,true,False,80.0,100.0,false,0,0,unknown,true,14031.9,21047.85,eur,false,0,0,unknown,false,0,0,unknown,0.21379855899771241,UX,4,unknown,0,unknown,0
Junior DevOps Engineer,Prague,CZ,devops,remote,junior,2022-08-13T12:00:12.492Z,true,true,False,80.0,100.0,false,0,0,unknown,true,14031.9,21047.85,eur,false,0,0,unknown,false,0,0,unknown,0.21379855899771241,Python,2,Agile,2,DevOps,2
Senior Full Stack Developer (Angular & .NET)	,Kraków,PL,net,remote,senior,2022-06-23T11:48:00.000Z,true,true,False,80.0,100.0,false,0,0,unknown,true,28143.000000000004,36585.9,eur,false,0,0,unknown,false,0,0,unknown,0.21319688732544506,JS ES6,3,.NET Core,4,Angular,4
Senior Full Stack Developer (Angular & .NET),Prague,CZ,net,remote,senior,2022-06-23T11:33:00.000Z,true,true,False,80.0,100.0,false,0,0,unknown,true,28143.000000000004,36585.9,eur,false,0,0,unknown,false,0,0,unknown,0.21319688732544506,JS ES6,3,.NET Core,4,Angular,4
"Product Manager, B2C HealthTech",Warszawa,PL,pm,remote,mid,2022-11-10T09:20:00.000Z,false,true,False,50.0,0.0,false,0,0,unknown,true,18706,30397.25,eur,false,0,0,unknown,false,0,0,unknown,0.2138351331123704,Scrum,3,web & mobile app,3,B2C,4
Senior Full Stack Developer,London,GB,javascript,remote,senior,2022-03-24T13:00:18.317Z,false,true,,10,0,false,0,0,unknown,true,19051.06,38102.12,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,ReactJS,5,TypeScript,5,PostgreSQL,5
IT Analyst for Payments,Kopenhaga,DK,admin,remote,senior,2022-02-23T14:00:15.429Z,false,true,,300,0,false,0,0,unknown,true,26950.28,34849.500000000007,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,Confluence,4,JIRA,4,SQL,4
Product Designer,Tallinn,EE,ux,remote,senior,2022-05-09T09:31:24.326Z,true,true,False,100.0,0.0,false,0,0,unknown,true,14108.4,18811.2,eur,false,0,0,unknown,false,0,0,unknown,0.21263927872756647,UI Design,3,UX Research,4,unknown,0
Product Engineer (Java),Kraków,PL,java,remote,senior,2022-05-05T11:38:00.000Z,true,true,True,100.0,0.0,false,0,0,unknown,true,16406.25,21093.75,eur,false,0,0,unknown,false,0,0,unknown,0.21333333333333326,PostgreSQL,4,Spring,4,Java,4
Senior Data Scientist - (Remote x 3),Kraków,PL,data,remote,senior,2022-02-20T14:00:14.640Z,true,true,,200,0,false,0,0,unknown,true,18586.4,23233.000000000004,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,AWS,3,Python,3,Data Science,4
Mid Java Developer,Warszawa,PL,java,remote,mid,2022-04-27T09:47:00.000Z,true,true,False,300.0,0.0,false,0,0,unknown,true,16263.100000000002,23233.000000000004,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,Maven,3,Spring Boot,4,Java,4
Mid Java Developer,Wrocław,PL,java,remote,mid,2022-04-27T13:54:00.000Z,true,true,False,300,0.0,false,0,0,unknown,true,16263.100000000002,23233.000000000004,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,Maven,3,Spring Boot,4,Java,4
Backend Python Developer,Helsinki,FI,python,remote,mid,2022-10-01T11:00:13.742Z,true,true,True,6.0,10.0,false,0,0,unknown,true,21817.35,29089.8,eur,false,0,0,unknown,false,0,0,unknown,0.20625786358104906,Python,3,React Native,3,React,3
Senior Node.js Developer,Warszawa,PL,javascript,remote,senior,2022-07-07T08:24:00.000Z,true,true,True,80.0,0.0,false,0,0,unknown,true,26240.5,33397,eur,false,0,0,unknown,false,0,0,unknown,0.20959966464053659,English,4,TypeScript,4,Node.js,4
Senior Cloud Developer (Azure),Gdynia,PL,devops,remote,senior,2022-06-22T10:49:00.000Z,true,true,False,80.0,0.0,false,0,0,unknown,true,25797.75,32833.5,eur,false,0,0,unknown,false,0,0,unknown,0.21319688732544506,Databricks,4,Kubernetes,4,Docker,4
Senior Cloud Developer (Azure),Warszawa,PL,devops,remote,senior,2022-06-22T10:50:00.000Z,true,true,True,80.0,0.0,false,0,0,unknown,true,25797.75,32833.5,eur,false,0,0,unknown,false,0,0,unknown,0.21319688732544506,Databricks,4,Kubernetes,4,Docker,4
Senior Node.js Developer,Gdynia,PL,javascript,remote,senior,2022-05-26T12:15:00.000Z,true,true,True,80.0,0.0,false,0,0,unknown,true,23041.5,29953.95,eur,false,0,0,unknown,false,0,0,unknown,0.21699976130026247,English,4,TypeScript,4,Node.js,4
Senior Node.js Developer,Warszawa,PL,javascript,remote,senior,2022-04-26T14:00:14.790Z,true,true,True,80.0,0.0,false,0,0,unknown,true,23233.000000000004,30202.900000000005,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,English,4,TypeScript,4,Node.js,4
Senior Node.js Developer,Gdynia,PL,javascript,remote,senior,2022-04-26T14:00:14.790Z,true,true,True,80,0.0,false,0,0,unknown,true,23233.000000000004,30202.900000000005,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,English,4,TypeScript,4,Node.js,4
Senior DevOps Engineer,Kraków,PL,devops,remote,senior,2022-11-14T16:00:10.236Z,true,true,False,800.0,0.0,false,0,0,unknown,true,25720.75,31332.55,eur,false,0,0,unknown,false,0,0,unknown,0.2138351331123704,Kubernetes,3,Azure,3,unknown,0
Senior Talent Acquisition Specialist,Kraków,PL,other,partly_remote,senior,2022-11-14T09:00:15.466Z,true,false,False,800.0,0.0,false,0,0,unknown,true,11691.25,14029.5,eur,false,0,0,unknown,false,0,0,unknown,0.2138351331123704,recruitment,4,unknown,0,unknown,0
Senior Test Automation Engineer,Kraków,PL,java,partly_remote,senior,2022-11-14T09:00:15.466Z,true,false,False,800.0,0.0,false,0,0,unknown,true,21044.25,27123.7,eur,false,0,0,unknown,false,0,0,unknown,0.2138351331123704,Selenium WebDriver,4,unknown,0,unknown,0
Senior Test Engineer,Kraków,PL,testing,partly_remote,senior,2022-11-14T08:00:11.493Z,true,false,False,800.0,0.0,false,0,0,unknown,true,18706,23382.5,eur,false,0,0,unknown,false,0,0,unknown,0.2138351331123704,Postman,3,unknown,0,unknown,0
Middle DevOps Engineer,Warszawa,PL,devops,remote,mid,2022-11-13T12:00:13.907Z,true,true,False,800.0,0.0,false,0,0,unknown,true,21044.25,26656.05,eur,false,0,0,unknown,false,0,0,unknown,0.2138351331123704,Azure,4,unknown,0,unknown,0
Senior/Lead DevOps Engineer,Kraków,PL,devops,remote,senior,2022-10-28T09:00:11.680Z,true,true,True,800.0,0.0,false,0,0,unknown,true,28551,35688.75,eur,false,0,0,unknown,false,0,0,unknown,0.21015025743406532,Kubernetes,4,Azure,4,unknown,0
Middle DevOps Engineer,Kraków,PL,devops,remote,mid,2022-10-28T08:00:11.658Z,true,true,False,800.0,0.0,false,0,0,unknown,true,21413.25,27123.45,eur,false,0,0,unknown,false,0,0,unknown,0.21015025743406532,Azure,4,unknown,0,unknown,0
Middle/Senior Java Developer,Kraków,PL,java,partly_remote,senior,2022-10-27T12:00:15.618Z,true,false,False,800.0,0.0,false,0,0,unknown,true,19034,28551,eur,false,0,0,unknown,false,0,0,unknown,0.21015025743406532,Spring,3,Oracle,3,Microservices,3
Cloud Architect,Kraków,PL,devops,remote,senior,2022-10-03T10:01:24.870Z,true,true,False,800.0,0.0,false,0,0,unknown,true,31513.95,43634.7,eur,false,0,0,unknown,false,0,0,unknown,0.20625786358104906,Architecture,1,unknown,0,unknown,0
Middle/Senior .NET Developer,Kraków,PL,net,partly_remote,mid,2022-08-01T14:00:09.453Z,true,false,False,800.0,0.0,false,0,0,unknown,true,18936,28404,eur,false,0,0,unknown,false,0,0,unknown,0.21123785382340515,.Net,4,unknown,0,unknown,0
Middle Full-stack Developer,Kraków,PL,net,remote,mid,2022-07-07T10:08:00.000Z,true,true,False,800.0,0.0,false,0,0,unknown,true,19084,23855,eur,false,0,0,unknown,false,0,0,unknown,0.20959966464053659,React,4,Angular,4,unknown,0
QA Manual Engineer,Kraków,PL,testing,remote,mid,2022-07-07T09:55:00.000Z,true,true,False,800.0,0.0,false,0,0,unknown,true,14313,16698.5,eur,false,0,0,unknown,false,0,0,unknown,0.20959966464053659,QA,5,unknown,0,unknown,0
Middle/Senior DevOps Engineer,Warszawa,PL,devops,remote,mid,2022-07-06T12:48:00.000Z,true,true,False,800.0,0.0,false,0,0,unknown,true,23855,31965.7,eur,false,0,0,unknown,false,0,0,unknown,0.20959966464053659,.Net,4,Azure,5,unknown,0
Middle/Senior DevOps Engineer,Kraków,PL,devops,remote,mid,2022-07-05T16:04:15.386Z,true,true,False,800.0,0.0,false,0,0,unknown,true,23724,31790.16,eur,false,0,0,unknown,false,0,0,unknown,0.21075703928511214,.Net,4,Azure,5,unknown,0
Middle Test Automation Engineer (.NET),Białystok,PL,testing,remote,mid,2022-06-21T08:54:11.507Z,true,true,False,800.0,0.0,false,0,0,unknown,true,18608,23725.2,eur,false,0,0,unknown,false,0,0,unknown,0.21496130696474641,.Net,5,unknown,0,unknown,0
Middle Test Automation Engineer (.NET),Warszawa,PL,testing,remote,mid,2022-06-06T10:15:34.113Z,true,true,False,800.0,0.0,false,0,0,unknown,true,18323.2,23362.08,eur,false,0,0,unknown,false,0,0,unknown,0.21830247991617185,.Net,5,unknown,0,unknown,0
Middle/Senior .NET Developer,Kraków,PL,net,remote,mid,2022-05-30T09:47:45.327Z,true,true,False,800.0,0.0,false,0,0,unknown,true,16050.3,27056.22,eur,false,0,0,unknown,false,0,0,unknown,0.21806445985433293,Angular,1,React,1,.Net,5
Middle/Senior .NET Developer,Warszawa,PL,net,remote,mid,2022-05-25T13:43:38.810Z,true,true,False,800.0,0.0,false,0,0,unknown,true,16173.500000000002,27263.900000000005,eur,false,0,0,unknown,false,0,0,unknown,0.2164033758926639,Angular,1,React,1,.Net,5
Lead Software Engineer,Barcelona,ES,ruby,remote,mid,2022-04-19T12:00:25.772Z,true,true,False,11,50.0,false,0,0,unknown,true,11616.500000000002,19329.856000000003,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,AWS,4,React,4,Ruby,4
Midweight Ruby Developer,Londyn,GB,ruby,remote,mid,2022-11-12T10:00:09.840Z,true,true,True,30.0,0.0,true,16835.399999999998,22447.2,eur,true,16835.399999999998,22447.2,eur,false,0,0,unknown,false,0,0,unknown,0.2138351331123704,Ruby on Rails,4,unknown,0,unknown,0
Midweight Ruby Developer,Almuñécar,ES,ruby,remote,mid,2022-10-28T15:34:32.412Z,true,true,True,30.0,0.0,true,17130.6,22840.8,eur,true,17130.6,22840.8,eur,false,0,0,unknown,false,0,0,unknown,0.21015025743406532,Ruby on Rails,4,unknown,0,unknown,0
Technical Senior Unity Software Engineer,Gorzów Wielkopolski,PL,game,remote,senior,2022-10-28T11:00:00.000Z,true,true,False,500.0,0.0,false,0,0,unknown,true,14275.499999999998,23792.5,eur,false,0,0,unknown,false,0,0,unknown,0.21015025743406532,.Net,3,C#,3,Unity,4
UI/UX Designer,Warszawa,PL,ux,remote,mid,2022-10-27T07:00:00.000Z,false,true,False,500.0,0.0,false,0,0,unknown,true,10468.7,15227.2,eur,false,0,0,unknown,false,0,0,unknown,0.21015025743406532,visual design principles and processes,3,Adobe Photoshop,3,UX,4
VIP Account Manager,Wrocław,PL,support,remote,mid,2022-10-02T11:00:11.346Z,true,true,False,500.0,0.0,false,0,0,unknown,true,8726.94,12120.75,eur,false,0,0,unknown,false,0,0,unknown,0.20625786358104906,VIP support manager,4,unknown,0,unknown,0
QA Specialist,Warszawa,PL,testing,remote,mid,2022-10-02T12:00:13.551Z,true,true,False,500.0,0.0,false,0,0,unknown,true,8242.11,13090.41,eur,false,0,0,unknown,false,0,0,unknown,0.20625786358104906,English,3,Testing Mobile Apps,4,Testing,4
Front End Developer,Amsterdam,NL,html,remote,mid,2022-10-26T13:45:00.000Z,true,true,False,15.0,25.0,false,0,0,unknown,true,16654.75,21413.25,eur,false,0,0,unknown,false,0,0,unknown,0.21015025743406532,English,3,Angular 12,3,Angular Material,3
Remote software tester with automation,Amsterdam,NL,testing,remote,junior,2022-10-26T13:22:00.000Z,true,true,False,15.0,25.0,false,0,0,unknown,true,4758.5,9517,eur,false,0,0,unknown,false,0,0,unknown,0.21015025743406532,Web Application Testing,3,English,3,Manual Testing,3
Junior .NET Developer,Amsterdam,NL,net,remote,junior,2022-07-25T06:00:10.941Z,true,true,False,15.0,25.0,false,0,0,unknown,true,5680.8,8521.2,eur,false,0,0,unknown,false,0,0,unknown,0.21123785382340515,Git,2,C#,2,English,3
.NET Software developer,Amsterdam,NL,net,remote,mid,2022-02-19T10:00:14.345Z,true,true,,15,25,false,0,0,unknown,true,18586.4,23233.000000000004,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,English,3,Git,4,C#,4
Machine Learning and Data Scientist,Niš,RS,data,remote,mid,2022-04-20T16:00:14.204Z,true,true,False,50,0.0,false,0,0,unknown,true,10687.180000000002,18586.4,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,Keras,3,TensorFlow,3,Theano,3
Senior Android Developer,München,DE,mobile,remote,senior,2022-04-20T15:00:12.956Z,true,true,False,50,0.0,false,0,0,unknown,true,11616.500000000002,18586.4,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,Maven,4,Gradle,4,Android SDK,4
QA Engineer,München,DE,testing,remote,mid,2022-04-20T15:00:12.956Z,true,true,False,50,0.0,false,0,0,unknown,true,9293.2,13939.8,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,Mobile App Testing,3,Web Application Testing,3,Testing,3
Backend/API Developer,Warszawa,PL,php,remote,mid,2022-04-20T16:00:00.000Z,true,true,True,2,10.0,false,0,0,unknown,true,13010.48,16263.100000000002,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,PostgreSQL,3,REST API,4,Symfony 5,4
Front-end (React.js) Developer,Warszawa,UA,javascript,remote,mid,2022-04-27T16:00:38.294Z,true,true,True,450.0,0.0,false,0,0,unknown,true,13939.8,16263.100000000002,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,JavaScript,4,Redux,4,React.JS,4
QA Engineer (Manual),Warszawa,UA,testing,remote,mid,2022-04-27T16:00:38.294Z,true,true,True,450.0,0.0,false,0,0,unknown,true,9293.2,11616.500000000002,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,Web Services,4,Web UI,4,API Testing,4
.Net Developer,Warszwa,UA,net,remote,mid,2022-04-27T16:00:38.294Z,true,true,True,450.0,0.0,false,0,0,unknown,true,16263.100000000002,18586.4,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,MsSQL,4,ASP.NET Core,4,.NET Core,4
QA Engineer (Manual),Gdańsk,PL,testing,remote,mid,2022-04-27T16:00:38.294Z,true,true,True,450,0.0,false,0,0,unknown,true,9293.2,11616.500000000002,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,Web Services,4,Web UI,4,API Testing,4
Front-end (React.js) Developer,Gdańsk,PL,javascript,remote,mid,2022-04-27T16:00:38.294Z,true,true,True,450,0.0,false,0,0,unknown,true,13939.8,16263.100000000002,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,JavaScript,4,Redux,4,React.JS,4
.Net Developer,Gdańsk,PL,net,remote,mid,2022-04-27T16:00:38.294Z,true,true,True,450,0.0,false,0,0,unknown,true,16263.100000000002,18586.4,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,MsSQL,4,ASP.NET Core,4,.NET Core,4
.NET + React Fullstack Developer,Poznań,PL,net,remote,senior,2022-10-02T08:00:15.857Z,true,true,False,30.0,0.0,false,0,0,unknown,true,28120.14,31513.95,eur,false,0,0,unknown,false,0,0,unknown,0.20625786358104906,.Net,4,React,4,Analytical Thinking,5
Enterprise Solutions Architect,Warszawa,PL,architecture,remote,senior,2022-05-20T11:12:00.000Z,true,true,True,30.0,0.0,false,0,0,unknown,true,25785.65,26254.48,eur,false,0,0,unknown,false,0,0,unknown,0.21329693065716784,Google Cloud Platform,4,Azure Services,4,AWS,4
Solution Architect for Telecom domain,Warszawa,PL,architecture,remote,senior,2022-05-19T10:34:00.000Z,true,true,True,30.0,0.0,false,0,0,unknown,true,25785.65,32818.1,eur,false,0,0,unknown,false,0,0,unknown,0.21329693065716784,Telecom BSS,4,Architecture,5,Enterprise Architect,5
Kubernetes Developer,Warszawa,PL,devops,remote,senior,2022-05-18T09:09:25.813Z,true,true,True,100.0,0.0,false,0,0,unknown,true,23441.5,32818.1,eur,false,0,0,unknown,false,0,0,unknown,0.21329693065716784,Bash,4,Kubernetes,4,unknown,0
Senior Cloud Architect,Warszawa,PL,devops,remote,senior,2022-05-18T09:01:26.598Z,true,true,True,100.0,0.0,false,0,0,unknown,true,25785.65,35162.25,eur,false,0,0,unknown,false,0,0,unknown,0.21329693065716784,Bash,3,Linux,4,Azure,4
Junior Wordpress Developer,Gdańsk,PL,php,remote,junior,2022-04-25T10:00:13.835Z,false,true,True,500.0,0.0,false,0,0,unknown,true,6969.9000000000024,8363.880000000001,eur,false,0,0,unknown,false,0,0,unknown,0.21521112211079066,CSS,3,JavaScript,3,PHP,3
